ID,Condition,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
003,1,0.1545982,PresentationBoard,4A,1,0.8007679,57.03544555889961,5.85304876990422,7.309294952887372
003,1,1.221949,4A,4B,1,0.15543300000000015,2.8584268546432128,0.7781584340443853,5.006391397221855
003,1,1.933609,4B,1A,1,2.8757780000000004,21.731591873245975,2.4273357925364363,0.8440622998494446
003,1,4.832458,1A,1B,1,1.3539909999999997,1.9478638194153532,1.0827204228266132,0.7996511223683269
003,1,7.363775,1B,2A,1,0.3328899999999999,6.337448550322954,1.2077511073416576,3.6280786666516205
003,1,8.3412,2A,7A,1,0.04431299999999894,0.10210726612989873,4.445589600108351,100.32246970659754
003,1,8.719189,7A,2A,1,2.7760809999999996,2.018312595056045,4.354006341562407,1.5684003246167555
003,1,12.48564,2A,2B,1,0.032270000000000465,1.8988288638555701,0.1753473005141796,5.433755826283765
003,1,13.41802,2B,3A,1,0.30020999999999987,13.725840635015203,1.3203878771075126,4.3982141737700715
003,1,13.85131,3A,PresentationBoard,1,0.8655500000000007,115.84146139101182,5.001390282080014,5.7782800324418115
003,1,15.31718,PresentationBoard,5A,1,0.9094799999999985,89.71665278393442,6.0754011496727705,6.6800821894629685
003,1,16.29342,5A,2B,1,0.5337399999999981,4.378471408124199,2.043782083644196,3.829171663439508
003,1,16.85999,2B,5B,1,0.033970000000000056,0.23254028729296294,1.717865779052011,50.57008475278211
003,1,17.42667,5B,2A,1,0.8993000000000002,20.10446482639051,2.2645265172752933,2.5180990962696463
003,1,18.55881,2A,2B,1,0.06694999999999851,0.8652398507957955,0.4421012432690617,6.603453969664996
003,1,19.19253,2B,3A,1,0.2657600000000002,19.313259729436126,0.6908804640817485,2.599640518067986
003,1,20.09133,3A,6A,1,0.033540000000002124,0.3209709374967957,1.7785272553845473,53.027049951831685
003,1,20.62466,6A,2B,1,0.43284000000000233,13.628068849491427,2.1718725403080725,5.017726042667177
003,1,21.42468,2B,1B,1,0.2662700000000022,16.860935744502306,1.6956307285668197,6.368087762672496
003,1,22.29056,1B,2A,1,0.06662999999999997,3.2409065948941276,1.2981343621986903,19.48273093499461
003,1,22.99083,2A,2B,1,0.8331800000000023,22.737053177955175,1.2689395597559718,1.5230077051249051
003,1,28.4338,2B,2A,1,0.06633999999999673,1.8490301046865767,0.31643324223134334,4.7698710013771315
003,1,28.9337,2A,1B,1,0.2012299999999989,10.230796067540624,1.446354693283145,7.187569911460284
003,1,29.8665,1B,2B,1,1.031450000000003,40.342313502470155,3.1329092875390856,3.0373835741326056
003,1,31.23359,2B,4B,1,0.26591000000000165,12.047108855476154,3.179217620374343,11.955991201437792
003,1,31.66568,4B,4A,1,0.09920000000000329,2.17790117760169,0.5802351520771208,5.849144678196589
003,1,31.7983,4A,1B,1,0.16665000000000063,4.251943881389785,1.8199817634481286,10.920982678956626
003,1,31.99765,1B,4B,1,0.5664500000000032,2.21287484270713,1.302431979417183,2.2992885151684623
003,1,34.19632,4B,PresentationBoard,1,0.6992800000000017,61.58524538022459,5.058594428912048,7.234004159867344
003,1,37.68408,PresentationBoard,2A,1,2.5878000000000014,58.97990464988419,4.363825370310632,1.6863070447138997
003,1,40.53853,2A,2B,1,0.133269999999996,5.3275563184169386,0.6332883224818522,4.7519195804147305
003,1,40.70531,2B,8A,1,0.0999000000000052,1.0095551691184568,3.496813824515187,35.00314138653658
003,1,40.9057,8A,5B,1,0.0329799999999949,0.20815947821542125,1.83656034286925,55.6870934769416
003,1,41.23882,5B,3A,1,0.0662500000000037,3.67181349057995,1.994080020396777,30.099321062591184
003,1,41.57189,3A,2B,1,0.8660799999999966,13.285267134147375,1.1135658248665186,1.2857540006310304
003,1,42.93774,2B,2A,1,0.06670000000000442,2.1985461380745193,0.46142660295458676,6.917940074281202
003,1,43.53753,2A,7B,1,0.033190000000004716,0.08598320972757989,3.9720976090605493,119.67754170111434
003,1,43.77055,7B,4A,1,0.5663300000000007,3.214415602623447,1.8692349048828212,3.300610783258558
003,1,44.5702,4A,6A,1,1.443489999999997,46.61498032110074,5.7418717148386165,3.977770344677572
003,1,46.04685,6A,2A,1,0.20076999999999856,17.279954478833844,2.017345431853038,10.048042196807552
003,1,46.41332,2A,4B,1,0.13390000000000413,5.489223549016032,2.6367202599374417,19.69171217279582
003,1,52.21133,4B,8A,1,0.2008300000000034,8.76468795546208,1.7142829215046853,8.535990247994107
003,1,52.44477,8A,2B,1,0.03488000000000113,0.15876372083239687,3.476478295683502,99.66967590835404
003,1,53.17827,2B,5B,1,0.03292000000000428,0.46124784660263174,1.7971859016541645,54.59252435157749
003,1,53.67738,5B,5A,1,0.033909999999998774,0.3110977670388593,0.26656060744416077,7.860825934655571
003,1,53.91042,5A,2A,1,0.032969999999998834,1.11750789428541,1.5987180063024744,48.49008208378923
003,1,54.37803,2A,1B,1,0.06527999999999423,2.8555524846941296,1.3273115186715023,20.332590665925544
003,1,54.47714,1B,PresentationBoard,1,1.231349999999999,70.70337967126494,3.7704165132343355,3.062018527010467
003,1,56.96452,PresentationBoard,1A,1,0.22223999999999933,34.16846484554547,4.087740006816619,18.393358561989885
003,1,57.20844,1A,1B,1,0.30039000000000016,9.05486429172791,2.9923894803397912,9.961681415292752
003,1,57.94134,1B,1A,1,0.06697000000000486,1.2879680996799863,0.5398726702047442,8.061410634682769
003,1,58.44164,1A,PresentationBoard,1,0.3986799999999988,47.22186029766496,4.619841110440929,11.587842656870029
003,1,59.6068,PresentationBoard,5A,1,0.4602599999999981,69.27277439365976,5.722978777508932,12.434230168837082
003,1,60.12943,5A,2B,1,0.03417999999999921,0.12996237424833623,2.060510298831384,60.284093002675
003,1,61.26383,2B,8A,1,0.031970000000001164,0.047185247797216334,3.526761364313157,110.3147126779177
003,1,61.76308,8A,2A,1,0.06639999999999446,1.1160184678778933,3.16643163751141,47.687223456501115
003,1,62.39542,2A,PresentationBoard,1,0.5327399999999969,57.99056290616,3.489247582578842,6.549625675899805
003,1,70.64633,PresentationBoard,1B,1,0.7447299999999899,60.75877796010665,4.843314221647756,6.503449869949943
003,1,71.45825,1B,5A,1,0.06683999999999912,5.187884333219834,0.9706775869700504,14.522405550120633
003,1,72.29069,5A,PresentationBoard,1,0.399470000000008,68.42490519473469,5.675662999277203,14.207983075768118
003,1,73.6564,PresentationBoard,3A,1,1.100999999999999,84.77518205542073,5.229678994646605,4.749935508307547
003,1,75.32306,3A,3B,1,0.06607999999999947,1.9295161098352196,0.38061350546978734,5.759889610620315
003,1,75.7229,3B,2B,1,0.5007599999999996,19.527108405640774,1.890912816355836,3.776085982019006
003,1,76.42313,2B,PresentationBoard,1,0.4981300000000033,71.26794258487669,4.194391593057152,8.420275014669112
003,1,77.53378,PresentationBoard,1B,1,0.3785800000000137,43.65203746216898,4.198602042383755,11.090395801108361
003,1,78.22137,1B,PresentationBoard,1,0.9322300000000041,67.25087297589556,4.157736295910737,4.459989804995246
003,1,80.30871,PresentationBoard,2A,1,0.6450999999999993,66.2011200040285,4.374670607456358,6.781383673006298
003,1,82.62041,2A,PresentationBoard,1,0.46565999999999974,66.08382173460308,3.4441364743990963,7.3962472069731096
003,1,88.15105,PresentationBoard,8B,1,1.1433700000000044,91.25893116238606,7.805966002188137,6.8271565654058675
003,1,89.32872,8B,5B,1,0.23326999999999032,0.5645008807012459,2.0409858929254874,8.749457250934848
003,1,89.66132,5B,8B,1,0.0667399999999958,1.594607452684798,1.772999372675984,26.565768245071855
003,1,89.76234,8B,2B,1,0.26554000000000144,6.255998488993683,3.562580944080343,13.416362672592918
003,1,90.36089,2B,5A,1,0.03350000000000364,0.4502550152399891,1.9052568661761171,56.873339288833144
003,1,90.42834,5A,2B,1,0.032349999999993884,0.0011790548496861675,1.8934667234992941,58.53065605872186
003,1,90.66194,2B,2A,1,0.09953000000000145,0.5753757574269684,0.36756478300736306,3.6930049533543423
003,1,90.86108,2A,4B,1,0.06623000000000445,2.2304355788948556,2.4650847582915145,37.220062785616015
003,1,91.29327,4B,5A,1,0.20045999999999253,3.0767099111694307,1.47561897253847,7.361164185066971
003,1,91.52717,5A,2B,1,0.033339999999995484,0.005248277890196107,1.80860499133245,54.247300279924865
003,1,91.66073,2B,5A,1,0.034250000000000114,0.21557193037476452,1.7653245011629337,51.54232120183731
003,1,93.42712,5A,4B,1,0.1996199999999959,6.039450736337557,1.5718445936745529,7.874183917816778
003,1,95.35856,4B,PresentationBoard,1,0.46559000000000594,52.517739068320154,5.494544527332289,11.801251159458364
003,1,96.50326,PresentationBoard,4B,1,0.3332199999999972,64.55252238239225,4.930702298858187,14.797137923468666
003,1,96.99099,4B,5A,1,0.10011000000000081,3.228495247481483,1.6935735944724133,16.917127104908598
003,1,97.99155,5A,4B,1,0.13266000000000133,3.140652444022116,1.3937617240207738,10.506269591593245
003,1,98.75659,4B,9A,1,0.26711999999999136,14.701075929478272,3.0281888322535986,11.336436179446302
003,1,99.12428,9A,3A,1,0.032960000000002765,0.862236360031531,3.5545725706419837,107.84504158500259
003,1,99.39069,3A,PresentationBoard,1,0.5648899999999912,96.15483228801492,4.3208514257702735,7.64901383591556
003,1,101.2013,PresentationBoard,4B,1,0.7771999999999935,57.16515834890431,6.899532816176579,8.87742256327411
