Dataset,ID,Condition,Start,transition_entropy,stationary_entropy
big,58,H,0,0.6305222663216958,0.9490646803529239
big,58,H,10,0.3704144709396926,0.983242289275022
big,58,H,20,0.2868359830561607,-0.0
big,58,H,30,-0.0,0.26342915753579677
big,58,H,40,0.6385072001104001,0.5129124004536886
big,58,H,50,0.8747907141529027,0.8988931765599135
big,58,H,60,0.7467253865278818,0.6926809305611604
big,58,H,70,0.6730116670092565,0.9174560651598878
big,58,H,80,0.760814831884162,0.8687920770469242
big,58,H,90,0.5377997091926511,0.7343555595101217
big,58,H,100,0.3262764328076835,0.6993223262593672
big,58,H,110,0.3724374210098141,0.8941984321233786
big,58,H,120,-0.0,0.668346691083664
big,58,H,130,0.5300030305537834,0.5172378564372966
big,58,H,140,0.6775444702527145,0.8783533959159007
big,58,H,150,0.35169123101059546,0.4765837448205996
big,58,H,160,0.5992371654535238,0.8765796241183464
big,58,H,170,0.5474133116220614,0.12248474796128489
big,58,H,180,0.248628879983459,0.6526640257573961
big,58,H,190,0.564466594802431,0.837498539016877
big,58,H,200,0.7955345140686589,0.9153860305209285
big,58,H,210,0.7387104701800769,0.7728201826845377
big,58,H,220,0.5058908984546061,0.7742066642071438
big,58,H,230,0.46882337796058776,0.6722310133380358
big,58,H,240,0.24611279757915017,0.677354880336456
big,58,H,250,0.6365141682948128,0.5963047219619971
big,58,H,260,0.6931471805599453,-0.0
big,58,H,270,0.4451218595556858,0.5118827890872149
big,58,H,280,-0.0,0.5872479959907401
big,58,H,290,0.30965603730418273,0.664641735217615
big,58,H,300,0.46642256802387555,0.6321018660121676
big,58,H,310,0.5008274391782196,0.5181285687237769
big,58,H,320,0.11486531967785894,0.5387270528453544
big,58,H,330,-0.0,0.5018095154444396
big,58,H,340,0.6434730284354605,0.8898861656658771
big,58,H,350,0.1735396291998404,0.617980220585225
big,58,H,360,0.8200238159334665,0.8806910394297994
big,58,H,370,0.3534437751530798,0.5212147969710692
big,58,H,380,0.26664367383436344,0.6663113892978785
big,58,H,390,0.14500694878740003,0.5128958712709881
big,58,H,400,0.6339512104213735,0.22153538065154887
big,58,H,410,0.0,0.0
big,58,H,420,-0.0,-0.0
big,58,H,430,0.0,0.0
big,58,H,440,-0.0,0.40791693136730134
big,58,H,450,0.2680100466142749,0.46460015980190317
big,58,H,460,0.9374009091158041,0.6555583145982223
big,58,H,470,-0.0,0.6897848501243458
big,58,H,480,0.0795221899417069,0.4660381910244209
big,58,H,490,0.19312328531483303,0.6043050099877245
big,58,H,500,0.5429454322048051,1.0267413812896569
big,58,H,510,0.2632549495251798,0.9042155351077299
big,58,H,520,0.12793674411469605,1.0707413683841234
big,58,H,530,0.6647843681557585,0.8599214020034052
big,58,H,540,0.49232422404841897,0.5350501378967298
big,58,H,550,0.25731864054383163,-0.0
big,58,H,560,0.4097301171823799,0.9360549650534202
big,58,H,570,0.7713235871248321,0.46637966559738775
big,58,H,580,0.5021939192089494,0.5664833298691375
big,58,H,590,0.3919818984382193,0.5226565800992935
big,58,H,600,0.0,0.0
big,58,H,610,0.564189565572082,0.48043931370353365
big,58,H,620,0.6931471805599453,-0.0
big,58,H,630,0.0,0.0
big,58,H,640,-0.0,0.5475026736957461
big,58,H,650,0.0828197380717787,0.41795874705606606
big,58,H,660,-0.0,-0.0
big,58,H,670,-0.0,-0.0
big,58,H,680,0.48509409130221154,-0.0
big,58,H,690,0.07643986177504244,0.546164092705907
big,58,H,700,0.5757379087260444,0.7251122122396803
big,58,H,710,0.3596582594972471,0.184794136587842
big,58,H,720,0.48300993318213636,0.9654434390507396
big,58,H,730,0.5790342327384028,0.591670261453108
big,58,H,740,0.7745094392432734,0.5811314005070595
big,58,H,750,0.6828694171292448,0.07716040492785374
big,58,H,760,0.4649644880939204,0.2557519840507569
big,58,H,770,0.5807980739877191,0.2967929867459541
big,58,H,780,0.5998634290484257,0.2202573345504012
big,58,H,790,0.49316034923359364,0.5969199557156779
big,58,H,800,0.3606646561728677,0.4395411696699286
big,58,H,810,0.27293658730616316,0.6926813532978929
big,59,E,0,-0.0,0.5582857150620262
big,59,E,10,0.46047339936867404,0.4731186859160854
big,59,E,20,0.5376955499164833,0.3278180921502238
big,59,E,30,0.9536641814499605,0.3795441647111618
big,59,E,40,0.698741344041312,0.8125813492202636
big,59,E,50,-0.0,0.7023759694868583
big,59,E,60,0.6528011736106406,0.9012189569857815
big,59,E,70,-0.0,-0.0
big,59,E,80,0.5882602453474257,1.0746847612951866
big,59,E,90,0.6313569352152394,0.6788226522135129
big,59,E,100,0.34223571266776825,1.0136091250917119
big,59,E,110,-0.0,0.6269239679234684
big,59,E,120,-0.0,0.6864347325299476
big,59,E,130,0.5657265992328687,0.34904038503864143
big,59,E,140,0.46461932377059273,0.90853592991355
big,59,E,150,-0.0,0.13033416046023424
big,59,E,160,-0.0,-0.0
big,59,E,170,0.0,0.0
big,59,E,180,0.13236699248881084,0.966519594530538
big,59,E,190,0.5244825449128782,0.9973439166429349
big,59,E,200,0.4481291348280314,0.6495781350885184
big,59,E,210,0.29211993057343816,0.7767669616831949
big,59,E,220,-0.0,0.3683585217544212
big,59,E,230,0.13579090156199514,0.7726946293514215
big,59,E,240,0.6561411736251559,0.8465015009382928
big,59,E,250,0.6216697658451559,0.1254140218971794
big,59,E,260,0.4994630455245374,0.9262027562395665
big,59,E,270,0.35932766869213645,0.7432846675504292
big,59,E,280,-0.0,0.6346403044131232
big,59,E,290,0.49119293683036697,0.6326342600310804
big,59,E,300,0.5759936061401483,0.9311310999850266
big,59,E,310,0.698976918393486,0.956133743221437
big,59,E,320,0.7259558212565128,0.8923604283909099
big,59,E,330,0.5448509481255825,1.090209000296125
big,59,E,340,0.21939965220629581,0.896811752145586
big,59,E,350,-0.0,0.6502752395297803
big,59,E,360,0.6228757578152164,0.911190535744804
big,59,E,370,0.685147206467514,0.784650157234208
big,59,E,380,-0.0,0.6659119735268104
big,59,E,390,-0.0,0.2999659641676907
big,59,E,400,0.0,0.0
big,59,E,410,-0.0,0.6931248092787035
big,59,E,420,-0.0,-0.0
big,59,E,430,-0.0,0.6918267141122776
big,59,E,440,0.13037279056812706,0.5831958298681807
big,59,E,450,-0.0,0.6372369077383655
big,59,E,460,-0.0,0.6863450529895493
big,59,E,470,0.3435895327483565,0.6899759508196914
big,59,E,480,0.23813045383063916,1.0508531722506556
big,59,E,490,0.31594737422049085,0.8523927204534126
big,59,E,500,-0.0,0.5681656570755429
big,59,E,510,-0.0,0.1658974287167288
big,59,E,520,-0.0,0.8734206045789712
big,59,E,530,-0.0,0.42313089980765084
big,59,E,540,-0.0,0.4273156604777403
big,59,E,550,0.0,0.0
big,59,E,560,0.12329411738303922,0.7741566408460048
big,59,E,570,0.5395233695512848,0.5028097026548453
big,59,E,580,0.6361379756289705,0.7789544089601883
big,59,E,590,0.555480438717786,0.8029148587103423
big,59,E,600,-0.0,0.7299579160676108
big,59,E,610,-0.0,0.5243294730082436
big,59,E,620,0.0,0.0
big,59,E,630,0.5739755932764341,0.7090431748634279
big,59,E,640,-0.0,0.6882822144018201
big,59,E,650,0.74007932043804,0.5186251600233975
big,59,E,660,0.6482284459252936,0.2797034184072883
big,59,E,670,-0.0,0.3988433163731735
big,59,E,680,-0.0,-0.0
big,59,E,690,-0.0,-0.0
big,59,E,700,-0.0,0.13122732085608824
big,59,E,710,0.0,0.0
big,59,E,720,0.12166832814511327,0.8379889945811416
big,59,E,730,0.43440906133622414,0.6633281077212521
big,59,E,740,-0.0,0.39100163021541257
big,59,E,750,0.0,0.0
big,59,E,760,0.0,0.0
big,59,E,770,-0.0,0.672022537919642
big,59,E,780,-0.0,-0.0
big,59,E,790,0.5776967773438385,0.8931117304091728
big,59,E,800,-0.0,0.6147538650058301
big,59,E,810,-0.0,0.6620751939908145
big,60,E,0,0.10863041645298782,0.45693840898117866
big,60,E,10,0.6054398471535695,0.19502463576787013
big,60,E,20,0.5254952326283627,0.5945864209789858
big,60,E,30,0.5110048248783995,0.3054908186350661
big,60,E,40,-0.0,-0.0
big,60,E,50,0.3815806121587098,0.673219982305981
big,60,E,60,-0.0,0.6514504065428726
big,60,E,70,0.5742945434200045,0.16817919762926642
big,60,E,80,0.5704269656567751,0.5732730345579267
big,60,E,90,-0.0,-0.0
big,60,E,100,0.6176940229833576,0.13323559572339366
big,60,E,110,-0.0,-0.0
big,60,E,120,-0.0,-0.0
big,60,E,130,0.33040706853227,0.9177275991244935
big,60,E,140,0.05702320417880177,0.3461638768026382
big,60,E,150,0.0,0.0
big,60,E,160,-0.0,-0.0
big,60,E,170,0.09069608716516772,0.8376610341342245
big,60,E,180,0.0,0.0
big,60,E,190,0.1942495554469144,0.6151872496882185
big,60,E,200,-0.0,-0.0
big,60,E,210,0.5186200450371221,0.2732109955757781
big,60,E,220,0.3444596869129453,0.6675927093349767
big,60,E,230,0.4850549564400874,1.0690357493026663
big,60,E,240,0.0,0.0
big,60,E,250,0.0,0.0
big,60,E,260,0.4271657279025331,0.8315664761946926
big,60,E,270,-0.0,-0.0
big,60,E,280,-0.0,-0.0
big,60,E,290,0.5184959224661109,0.5644874518787122
big,60,E,300,-0.0,0.6883805300996095
big,60,E,310,0.9765302851399993,0.5662727097802781
big,60,E,320,0.0,0.0
big,60,E,330,0.0,0.0
big,60,E,340,-0.0,0.5045747273029672
big,60,E,350,0.0,0.0
big,60,E,360,0.0,0.0
big,60,E,370,0.0,0.0
big,60,E,380,-0.0,-0.0
big,60,E,390,0.32889545934042375,1.0463638247642408
big,60,E,400,0.0,0.0
big,60,E,410,0.517705371236374,0.2772159299809648
big,60,E,420,-0.0,-0.0
big,60,E,430,0.0,0.0
big,60,E,440,0.0,0.0
big,60,E,450,0.08395391900878875,0.7226700484000931
big,60,E,460,0.0,0.0
big,60,E,470,0.0,0.0
big,60,E,480,0.0,0.0
big,60,E,490,0.0,0.0
big,60,E,500,-0.0,0.6786591340630435
big,60,E,510,0.0,0.0
big,60,E,520,0.0,0.0
big,60,E,530,0.0,0.0
big,60,E,540,0.5401007728408102,0.5279177403696091
big,60,E,550,0.0,0.0
big,60,E,560,-0.0,-0.0
big,60,E,570,-0.0,-0.0
big,60,E,580,-0.0,-0.0
big,60,E,590,0.0,0.0
big,60,E,600,0.0,0.0
big,60,E,610,0.0,0.0
big,60,E,620,-0.0,-0.0
big,60,E,630,0.4844997203463321,0.6117215683556124
big,60,E,640,-0.0,-0.0
big,60,E,650,0.0,0.0
big,60,E,660,0.0,0.0
big,60,E,670,0.0,0.0
big,60,E,680,-0.0,0.8859678522938396
big,60,E,690,0.0,0.0
big,60,E,700,0.23479048929746324,0.8538694971879501
big,60,E,710,0.4160664952719206,0.6729072966473479
big,60,E,720,-0.0,-0.0
big,60,E,730,-0.0,-0.0
big,60,E,740,0.0,0.0
big,60,E,750,0.27337467484468597,0.6831698379844928
big,60,E,760,0.572464128169307,0.42166586921971805
big,60,E,770,-0.0,-0.0
big,60,E,780,0.0,0.0
big,60,E,790,0.0,0.0
big,60,E,800,-0.0,0.6885655098510485
big,60,E,810,-0.0,-0.0
big,61,E,0,0.4377786775298995,1.0853117207298446
big,61,E,10,0.618588829953889,0.8365054651786721
big,61,E,20,0.5141943941835806,0.2922583354293583
big,61,E,30,0.71039919861324,1.0271727009190719
big,61,E,40,0.32407817354339546,0.865595994852861
big,61,E,50,0.7518669497517292,0.8196490810185575
big,61,E,60,0.35096247822777726,1.0290686582813744
big,61,E,70,0.8085903312537227,0.8524226279916345
big,61,E,80,0.43748910677604486,0.9275488287552176
big,61,E,90,0.23640854745378984,0.6804224101781517
big,61,E,100,-0.0,0.6829081047004723
big,61,E,110,0.5566193962182739,0.8260041223849577
big,61,E,120,0.747211001491157,0.2315110652853707
big,61,E,130,0.6265521121859366,0.39479756096037943
big,61,E,140,0.2703292215088925,0.904713536637558
big,61,E,150,0.5806476709321011,1.0490051810136625
big,61,E,160,0.8838589502630375,1.043721045061311
big,61,E,170,0.48952642081131276,1.0425736197831614
big,61,E,180,0.5678267489771758,0.5413435464995373
big,61,E,190,0.5549458968495888,0.8611020780069816
big,61,E,200,0.4095772867208257,1.08573701443017
big,61,E,210,0.8091407005055814,0.6438588755505019
big,61,E,220,0.26545220908722283,0.8618475376950718
big,61,E,230,0.05544733824502249,0.7557815412505847
big,61,E,240,0.5398363085833165,0.5067017069310742
big,61,E,250,0.7857557014173571,0.9951524470808213
big,61,E,260,0.6999382318387493,0.6386874437496747
big,61,E,270,0.24708759213676998,0.6884547915615016
big,61,E,280,0.7802481203442897,0.865388112129802
big,61,E,290,0.7062518285373771,1.0309300667314902
big,61,E,300,0.7474122194297849,0.9947230150639491
big,61,E,310,0.2647586358570798,0.84070362172459
big,61,E,320,0.518936491424409,0.6785787096861639
big,61,E,330,0.5563343403656782,0.9757804550158149
big,61,E,340,0.8592726654482563,0.9559402624392486
big,61,E,350,0.7979172715980437,0.9232334717425139
big,61,E,360,0.7386527751857648,1.018565121818283
big,61,E,370,0.37411158379181725,0.9975175153438651
big,61,E,380,0.630315795531304,1.013857412507804
big,61,E,390,0.85959217910314,1.0181388011863746
big,61,E,400,0.3335955754144136,0.17946388977478206
big,61,E,410,0.7548053807252292,0.9908906519768892
big,61,E,420,0.5107176301406614,0.41869589088477677
big,61,E,430,0.7555517566034744,1.0505192658553149
big,61,E,440,-0.0,0.16228004807808522
big,61,E,450,0.5108182581538971,0.5762178894134082
big,61,E,460,0.8018283726201796,0.9150668789877774
big,61,E,470,0.22159201435237746,0.7242770738167434
big,61,E,480,-0.0,0.6794773179821935
