Dataset,ID,transition_entropy,stationary_entropy,VR_exp
vir,20,0.9806893939893833,1.1920490259587977,0.0
vir,21,0.7249308238693731,1.8593175467118541,1.0
vir,22,0.8275729300798997,2.225888046501729,0.0
vir,23,0.9311300575269048,1.725821281177204,1.0
vir,24,1.0893969832244292,1.901249596748447,0.0
vir,26,0.8230910111710147,2.0083724368969116,1.0
vir,27,0.8362175285217125,1.9148355167915885,0.0
vir,28,0.8639707389112192,1.0887908854303856,1.0
vir,29,0.9700187165057405,2.1791948794001983,0.0
vir,30,1.0310725858207874,2.0466144281667655,0.0
vir,31,0.833632554065635,1.8842196853957227,1.0
vir,32,0.8360738235570371,2.195497542035018,0.0
vir,33,0.940933641459667,1.8594870800214005,0.0
vir,34,0.9140515037790483,2.349798363574136,0.0
vir,35,0.9595620202231515,1.7984917689067146,0.0
vir,36,0.804016253510945,1.9753587753007664,0.0
vir,37,0.6788077383521424,2.038445492729646,
vir,38,0.7923890927789368,1.5228542396221867,1.0
vir,39,0.9081499455544867,1.8525100305561932,0.0
vir,40,1.0407265422413936,1.869549846849803,0.0
vir,41,0.9568950590913521,2.057086738102568,1.0
vir,42,0.705296841373909,1.8663588485597284,0.0
