Dataset,ID,Condition,Start,transition_entropy,stationary_entropy
big,163,G,0,-0.0,-0.0
big,163,G,10,-0.0,0.6735886984570311
big,163,G,20,0.5527781858867065,1.008791367841487
big,163,G,30,0.31786303905766594,1.0326900369979444
big,163,G,40,0.33326791156933105,0.8864214102279208
big,163,G,50,0.0,0.0
big,163,G,60,0.0,0.0
big,163,G,70,-0.0,0.6726849772092185
big,163,G,80,-0.0,0.6726849772092185
big,163,G,90,-0.0,0.6726849772092185
big,163,G,100,0.0,0.0
big,163,G,110,0.0,0.0
big,163,G,120,0.0,0.0
big,163,G,130,0.0,0.0
big,163,G,140,0.0,0.0
big,163,G,150,-0.0,0.9424700771840612
big,163,G,160,-0.0,0.9424700771840612
big,163,G,170,-0.0,1.297303259446323
big,163,G,180,-0.0,1.0798366912139592
big,163,G,190,-0.0,1.0798366912139592
big,163,G,200,0.0,0.0
big,163,G,210,0.0,0.0
big,163,G,220,0.0,0.0
big,163,G,230,0.0,0.0
big,163,G,240,0.0,0.0
big,163,G,250,0.0,0.0
big,163,G,260,0.0,0.0
big,163,G,270,0.0,0.0
big,163,G,280,0.0,0.0
big,163,G,290,0.09672891115326093,1.1180565743263253
big,163,G,300,0.2729238932942721,1.700168942210835
big,163,G,310,0.4293786900175105,1.712880547262363
big,163,G,320,0.19469734138396042,1.710893508399449
big,163,G,330,-0.0,1.0096647607632259
big,163,G,340,0.0,0.0
big,163,G,350,0.0,0.0
big,163,G,360,0.0,0.0
big,163,G,370,0.0,0.0
big,163,G,380,0.0,0.0
big,163,G,390,0.0,0.0
big,163,G,400,0.0,0.0
big,163,G,410,-0.0,0.5828161597198975
big,163,G,420,0.40110503339251136,1.0815950531594085
big,163,G,430,0.40110503339251136,1.0815950531594085
big,163,G,440,0.5687111777397814,0.9905252137201174
big,163,G,450,0.0,0.0
big,163,G,460,0.0,0.0
big,163,G,470,0.0,0.0
big,163,G,480,0.0,0.0
big,163,G,490,0.0,0.0
big,163,G,500,0.0,0.0
big,163,G,510,0.0,0.0
big,163,G,520,-0.0,0.5179721380642959
big,163,G,530,-0.0,0.5179721380642959
big,163,G,540,-0.0,0.5179721380642959
big,163,G,550,-0.0,0.20715430852568575
big,163,G,560,-0.0,0.20715430852568575
big,163,G,570,-0.0,0.20715430852568575
big,163,G,580,0.0,0.0
big,163,G,590,0.0,0.0
big,163,G,600,0.0,0.0
big,163,G,610,0.0,0.0
big,163,G,620,0.0,0.0
big,163,G,630,0.0,0.0
big,163,G,640,0.0,0.0
big,163,G,650,-0.0,0.5750678553750679
big,163,G,660,-0.0,0.5750678553750679
big,163,G,670,-0.0,0.5750678553750679
big,163,G,680,-0.0,0.24125437102893188
big,163,G,690,-0.0,0.7324470307801685
big,163,G,700,0.26643355106004174,1.1170761170524566
big,163,G,710,0.31966843019605995,1.0052087258686417
big,163,G,720,0.27807517458717373,0.9079615616517671
big,163,G,730,-0.0,0.4291806639639012
big,163,G,740,0.0,0.0
big,163,G,750,0.0,0.0
big,163,G,760,0.0,0.0
big,163,G,770,0.0,0.0
big,163,G,780,0.0,0.0
big,163,G,790,0.0,0.0
big,163,G,800,0.0,0.0
big,163,G,810,0.0,0.0
big,163,G,820,0.0,0.0
big,163,G,830,0.0,0.0
big,163,G,840,0.0,0.0
big,164,J,0,0.2060857751564258,0.7682469403016357
big,164,J,10,0.24104587049233714,1.211077468724153
big,164,J,20,0.17547274888397227,1.044921211206991
big,164,J,30,-0.0,0.7371137112984205
big,164,J,40,-0.0,0.4444550922590119
big,164,J,50,0.055278856215299856,0.7324586312707051
big,164,J,60,0.08632328473535471,0.8730815360236133
big,164,J,70,0.09471350992874794,0.9019571545222405
big,164,J,80,-0.0,0.6287776029666569
big,164,J,90,-0.0,0.5718227654720881
big,164,J,100,-0.0,0.6447485030055982
big,164,J,110,-0.0,0.619710869017615
big,164,J,120,-0.0,0.5832866987145464
big,164,J,130,-0.0,0.5799984819876588
big,164,J,140,-0.0,0.6906992607046782
big,164,J,150,-0.0,0.6927919096522178
big,164,J,160,-0.0,0.7690776442018746
big,164,J,170,-0.0,0.8966726839701442
big,164,J,180,-0.0,0.8464852042028329
big,164,J,190,-0.0,0.6614770670314385
big,164,J,200,-0.0,0.6895088002316105
big,164,J,210,-0.0,0.691034387422579
big,164,J,220,-0.0,0.6586645038304629
big,164,J,230,-0.0,0.6876679777703603
big,164,J,240,-0.0,0.6300692531832002
big,164,J,250,-0.0,0.5655687864967207
big,164,J,260,0.36923287084304535,0.575271127744197
big,164,J,270,0.3592742578409404,0.89005550619913
big,164,J,280,0.17853931367084164,0.8140926210211158
big,164,J,290,-0.0,0.797711194835372
big,164,J,300,-0.0,0.6815316796419522
big,164,J,310,-0.0,0.45502006777135534
big,164,J,320,-0.0,0.6874419726944498
big,164,J,330,-0.0,0.6921305202931738
big,164,J,340,-0.0,0.6914808075850825
big,164,J,350,-0.0,0.7358839777329383
big,164,J,360,-0.0,0.807894295014342
big,164,J,370,-0.0,0.7545688031047204
big,164,J,380,-0.0,0.6636172580254797
big,164,J,390,0.29327552503597665,1.0546874262211114
big,164,J,400,0.2776794264505041,1.3260161018516898
big,164,J,410,0.1906641963395897,2.1511546227290044
big,164,J,420,-0.0,0.6638979341193583
big,164,J,430,-0.0,0.6354521611240267
big,164,J,440,-0.0,0.6069080377019933
big,164,J,450,-0.0,0.4893139535930307
big,164,J,460,-0.0,0.43843323382897514
big,164,J,470,-0.0,0.37772361294143714
big,164,J,480,-0.0,0.6169633752673724
big,164,J,490,-0.0,0.6930004471385929
big,164,J,500,-0.0,0.6671045459354976
big,164,J,510,-0.0,0.6521121877397273
big,164,J,520,-0.0,0.4658207709092934
big,164,J,530,-0.0,0.31126451837896896
big,164,J,540,0.3026411240721071,0.7052400731675198
big,164,J,550,0.5140241463420101,1.1745963088006746
big,164,J,560,0.5804839656741453,1.4983677252910639
big,164,J,570,0.422029375180308,1.4274233048742055
big,164,J,580,0.23479887154799378,1.040902673473085
big,164,J,590,-0.0,0.6882527949207573
big,164,J,600,-0.0,0.3689582780230855
big,164,J,610,-0.0,0.34304584230553953
big,164,J,620,-0.0,0.22204684574425457
big,164,J,630,-0.0,0.3250829733914395
big,164,J,640,-0.0,-0.0
big,164,J,650,-0.0,-0.0
big,164,J,660,-0.0,0.07579928498055111
big,164,J,670,-0.0,0.07579928498055111
big,164,J,680,-0.0,0.0233264247653894
big,164,J,690,-0.0,0.16694913242622783
big,164,J,700,0.561684548804825,0.7583310692977884
big,164,J,710,0.4757343928639162,1.031796284894347
big,164,J,720,0.45003745970702624,0.9772967126498652
big,164,J,730,-0.0,0.746985308986925
big,164,J,740,-0.0,0.5460394253918615
big,164,J,750,-0.0,0.5617360992467877
big,164,J,760,-0.0,0.5215947265177173
big,164,J,770,0.2657149173691347,0.5894247358384221
big,164,J,780,0.2888207650893029,0.5929912229591942
big,164,J,790,0.22775449009405774,0.66603923401492
big,164,J,800,-0.0,0.557821977600433
big,164,J,810,-0.0,0.5917620238403898
big,164,J,820,-0.0,0.5795675723142111
big,164,J,830,-0.0,0.6706644924301361
big,164,J,840,-0.0,0.6122236845541632
big,166,J,0,0.6676545943234853,1.0509862263961078
big,166,J,10,0.5465127127320875,1.0182513978288235
big,166,J,20,-0.0,0.3675093941339251
big,166,J,30,0.7429066219226175,0.827314223834293
big,166,J,40,0.7073366363289277,0.8226104674372783
big,166,J,50,0.744638674769373,1.1851830559483973
big,166,J,60,0.5828625432092908,0.8842072153357328
big,166,J,70,0.7320713511589042,1.0713963091745016
big,166,J,80,0.5105543243930979,0.7415123528324176
big,166,J,90,0.1811567181412063,0.9250407031626531
big,166,J,100,0.21402317013206135,1.3288951407716154
big,166,J,110,0.8970006147243742,0.9800015453636337
big,166,J,120,0.7495442059146484,1.0448673299741715
big,166,J,130,0.5902010314441533,0.7323019882551846
big,166,J,140,0.5798252886583121,1.0277811122224512
big,166,J,150,0.4068101534834804,0.8793537959715232
big,166,J,160,0.2548276162993649,0.7021036106150673
big,166,J,170,0.20368594882068392,0.7533195427959498
big,166,J,180,0.6151110867714447,1.2228275287030612
big,166,J,190,0.4639261126943888,1.1831737984870552
big,166,J,200,0.6004196079100397,1.1925943247487478
big,166,J,210,0.3720754326363299,0.8381928618509507
big,166,J,220,0.2585799509913013,0.7903791098908375
big,166,J,230,0.17187161154288585,0.6813661695492332
big,166,J,240,0.6125323068570945,0.8202654063312929
big,166,J,250,0.5210008293351803,0.7956057447801668
big,166,J,260,0.5301154836679369,0.9030436292861719
big,166,J,270,0.2704082244892025,0.8460764601840575
big,166,J,280,0.5319071842904675,1.022302980459388
big,166,J,290,0.5400493654474654,1.0455266744508016
big,166,J,300,0.4990991229736259,0.9950208888399374
big,166,J,310,0.0548154904565364,0.3848661557255075
big,166,J,320,0.05700705768701641,0.42813911794052223
big,166,J,330,0.061874090260904846,0.48558277598569655
big,166,J,340,0.32684277494876335,0.86658192244716
big,166,J,350,0.37510285183472736,0.9596247129404478
big,166,J,360,0.4745302285087718,1.2297769556294083
big,166,J,370,0.3483120388608809,0.8242720518008257
big,166,J,380,0.33139353872947297,0.637416069353114
big,166,J,390,-0.0,0.5609896479139328
big,166,J,400,0.4212115728453963,0.6988863496910227
big,166,J,410,0.47427198610654075,1.0424497225553693
big,166,J,420,0.5492054325156844,1.2056457352451755
big,166,J,430,-0.0,0.5856327581395024
big,166,J,440,0.29934636841501894,0.9033704153914206
big,166,J,450,0.10683560181308589,0.5680666733354143
big,166,J,460,0.07431072929691802,0.5770049033316673
big,166,J,470,-0.0,0.5061831799712526
big,166,J,480,-0.0,0.6654308088915601
big,166,J,490,-0.0,0.6797676423271006
big,166,J,500,-0.0,0.6336202367291178
big,166,J,510,-0.0,-0.0
big,166,J,520,0.6216381618523947,0.3169383405468147
big,166,J,530,0.6659287018181106,0.6881585457717031
big,166,J,540,0.8519432628517286,1.2303916624312516
big,166,J,550,1.0673007386644622,1.4715263474318743
big,166,J,560,1.000586567722507,1.4399738376654272
big,166,J,570,1.0259716626723394,1.2814616933516967
big,166,J,580,0.5452627652419572,1.2127627653260378
big,166,J,590,0.5033911447143601,1.2123189448758218
big,166,J,600,0.3652477708867341,1.3015227311762256
big,166,J,610,0.2873091513740811,1.134866154203952
big,166,J,620,0.12363541026428278,0.6942697614796819
big,166,J,630,-0.0,0.517434988581699
big,166,J,640,-0.0,0.3881201855580902
big,166,J,650,0.10673809127746703,0.716178287150806
big,166,J,660,0.03232995327228979,0.386578286337338
big,166,J,670,0.5529190876921555,0.6644179654639194
big,166,J,680,0.5251444858311801,0.43594216777766415
big,166,J,690,0.508173451717925,0.553390692307516
big,166,J,700,0.607067577107093,0.7143117329535217
big,166,J,710,0.7145512175387445,0.8996918545543842
big,166,J,720,0.764558566404866,1.1207951144696142
big,166,J,730,0.7074583652136541,1.1301481124569672
big,166,J,740,0.6338885793879603,0.9902783751812563
big,166,J,750,0.6780975861806757,0.9526510895792304
big,166,J,760,0.485558219137881,0.6778287776404868
big,166,J,770,0.5260677810319216,0.9009867503204381
big,166,J,780,0.5448203254579205,0.9708042388040682
big,166,J,790,0.37511959968423053,0.9062135407894523
big,166,J,800,0.20626575362640293,0.7092675840761953
big,166,J,810,-0.0,0.6740836449004011
big,166,J,820,-0.0,0.629154944232631
big,166,J,830,-0.0,0.6930821211027857
big,166,J,840,-0.0,0.6930821211027857
big,167,K,0,0.3325714745348013,0.800658999950667
big,167,K,10,-0.0,0.844235597102476
big,167,K,20,0.44664490504011795,0.6182822735780787
big,167,K,30,0.3193941166608415,0.6931471078868876
big,167,K,40,0.36419838179268055,0.8837889319497889
big,167,K,50,0.4035034483895814,0.8757117880721199
big,167,K,60,0.3399641207336775,0.8115759872760975
big,167,K,70,-0.0,0.6140476358070637
big,167,K,80,0.4818914836840763,0.9375266334258326
big,167,K,90,0.5112147372909462,0.9049491803949207
big,167,K,100,0.6342242662402013,1.2108267254663836
big,167,K,110,0.3554927635592294,0.8776898717634269
big,167,K,120,-0.0,0.6661340115742754
big,167,K,130,-0.0,-0.0
big,167,K,140,-0.0,0.5833314268015001
big,167,K,150,-0.0,0.6925885964699662
big,167,K,160,0.3821550039311478,0.7898353839369094
big,167,K,170,0.3120854185097141,0.8131296733096686
big,167,K,180,-0.0,0.6288987995105177
big,167,K,190,-0.0,0.687701651649562
big,167,K,200,-0.0,0.687701651649562
big,167,K,210,0.0,0.0
big,167,K,220,0.0,0.0
big,167,K,230,0.0,0.0
big,167,K,240,0.0,0.0
big,167,K,250,0.0,0.0
big,167,K,260,0.0,0.0
big,167,K,270,0.0,0.0
big,167,K,280,0.0,0.0
big,167,K,290,0.0,0.0
big,167,K,300,0.0,0.0
big,167,K,310,0.0,0.0
big,167,K,320,0.0,0.0
big,167,K,330,0.0,0.0
big,167,K,340,0.050359264546802465,1.6172610267361636
big,167,K,350,0.40863317826500595,1.5421980588972861
big,167,K,360,0.4257016270230826,1.5353716399467503
big,167,K,370,0.3624523809971516,1.283889887884378
big,167,K,380,0.17877321323585035,0.9565020286513365
big,167,K,390,0.19395858269987842,0.9844915102348961
big,167,K,400,-0.0,0.6643969230940292
big,167,K,410,0.4038631690332588,1.503286168461994
big,167,K,420,0.5274157871771004,1.3560723323978603
big,167,K,430,0.1939201695854965,1.2559080746575235
big,167,K,440,-0.0,-0.0
big,167,K,450,-0.0,-0.0
big,167,K,460,-0.0,-0.0
big,167,K,470,-0.0,0.2678854728623531
big,167,K,480,-0.0,0.5324689933478053
