ID,Condition,start_transition,Source,Target,Weight,trans_duration,head_rotation_amplitude,trans_amplitude,trans_velocity
189,M,0.065,S47,S35,1,1.3880000000000001,67.967179,201.57729802981285,145.2286008860323
189,M,1.477,S35,S16,1,0.8869999999999998,8.769683999999984,333.3323407021887,375.7974528773267
189,M,2.819,S16,S35,1,0.06899999999999995,0.21724000000000387,336.3263172500778,4874.294452899682
189,M,3.999,S35,Teacher,1,0.18699999999999983,0.5966720000000123,582.2542429300108,3113.659053101665
189,M,4.367,Teacher,PresentationBoard,1,0.022999999999999687,0.4720609999999965,217.69085724715222,9464.819880311095
189,M,14.15,PresentationBoard,Teacher,1,0.023999999999999133,0.3295749999999771,206.97852768101333,8624.105320042534
189,M,14.358,Teacher,PresentationBoard,1,0.03399999999999892,0.8522110000000112,212.2566087451696,6242.841433681657
189,M,14.692,PresentationBoard,Teacher,1,0.06799999999999962,0.431129999999996,206.40743143598297,3035.403403470355
189,M,14.959,Teacher,PresentationBoard,1,0.021000000000000796,0.2394790000000171,213.20712884422977,10152.720421153414
189,M,15.072,PresentationBoard,Teacher,1,0.023999999999999133,0.18241100000000188,200.8586803650766,8369.111681878494
189,M,15.164,Teacher,PresentationBoard,1,0.021000000000000796,0.07118200000002162,198.99148468464676,9475.78498498282
189,M,15.454,PresentationBoard,Teacher,1,0.02099999999999902,0.07265499999999747,200.56787956699347,9550.851407952516
189,M,15.497,Teacher,S16,1,0.022999999999999687,0.23400100000000634,238.8098972216185,10383.039009635728
189,M,15.773,S16,S35,1,0.053000000000000824,0.22422000000000253,356.828545328145,6732.6140627950845
189,M,15.897,S35,PresentationBoard,1,0.02099999999999902,0.20063000000001807,772.2290847080288,36772.8135575269
189,M,16.512999999999998,PresentationBoard,S35,1,0.03400000000000247,0.049484000000006745,774.9457578243783,22792.522288950648
189,M,16.616,S35,PresentationBoard,1,0.03399999999999892,0.13007399999997915,773.1952391252808,22741.036444861922
189,M,30.66,PresentationBoard,S47,1,3.1020000000000003,64.775959,953.6161452749212,307.4197760396264
189,M,34.873000000000005,S47,S35,1,2.242999999999995,79.986329,215.61713618587927,96.12890601242967
189,M,37.183,S35,Teacher,1,0.03399999999999892,1.267325999999997,581.1933636398475,17093.922459996058
189,M,37.248000000000005,Teacher,PresentationBoard,1,0.033999999999991815,1.127539999999982,204.8272390674639,6024.330560809212
189,M,49.047,PresentationBoard,S35,1,0.02300000000000324,0.7521430000000464,766.559229505457,33328.662152406476
189,M,49.258,S35,PresentationBoard,1,0.32800000000000296,0.07675100000000157,773.7602419651711,2359.0251279425734
189,M,82.645,PresentationBoard,S16,1,0.020000000000010232,1.6814270000000135,448.1261131400401,22406.305656990542
189,M,82.845,S16,PresentationBoard,1,0.021000000000000796,0.017624000000012074,430.78936590983767,20513.779329039113
189,M,83.42200000000001,PresentationBoard,Teacher,1,0.022999999999981924,0.4791559999999606,197.96309965496093,8607.091289352891
189,M,83.647,Teacher,PresentationBoard,1,0.01999999999999602,0.1919409999999857,194.28230689643357,9714.115344823611
189,M,87.274,PresentationBoard,S35,1,0.024999999999991473,0.10205000000001974,771.9059655618681,30876.238622485256
189,M,90.202,S35,S24,1,0.30100000000000193,18.807579000000004,300.7824936494809,999.2773875397972
189,M,90.536,S24,Teacher,1,0.3780000000000001,8.994019000000009,400.67514062142664,1059.9871445011283
189,M,91.252,Teacher,PresentationBoard,1,0.021000000000000796,0.14344800000000646,248.41257162631683,11829.17007744321
189,M,92.313,PresentationBoard,Teacher,1,0.031999999999996476,0.2323149999999714,243.67827507186604,7614.946095996653
189,M,92.527,Teacher,PresentationBoard,1,0.022999999999996135,0.1592939999999885,231.24395235551563,10054.08488502411
189,M,94.028,PresentationBoard,S35,1,1.434999999999988,1.512016000000017,828.9474415769675,577.6637223532923
189,M,96.732,S35,Teacher,1,0.04600000000000648,1.0632090000000005,568.4352831026589,12357.28876309954
189,M,96.8,Teacher,PresentationBoard,1,0.02400000000000091,0.4647520000000043,234.85732810793874,9785.722004497076
189,M,96.848,PresentationBoard,Teacher,1,0.02400000000000091,0.3518980000000056,227.73097735925168,9488.790723301794
189,M,96.983,Teacher,S47,1,5.989999999999995,74.95298799999998,752.7632448997493,125.66999080129382
189,M,105.851,S47,S35,1,0.269999999999996,46.25443600000001,197.58718212222172,731.8043782304616
189,M,106.145,S35,Teacher,1,0.023000000000010346,4.682128999999975,583.1849759218768,25355.868518331063
189,M,106.311,Teacher,PresentationBoard,1,1.8419999999999987,33.40105399999999,336.2112472613015,182.5251070908261
189,M,108.315,PresentationBoard,S37,1,0.6899999999999977,13.006328999999994,800.5184762745955,1160.1717047457944
189,M,109.227,S37,S28,1,0.01999999999999602,1.0885120000000086,173.11267941141688,8655.633970572566
189,M,109.272,S28,S35,1,0.9979999999999905,30.656509,241.1627568116603,241.64604890948158
189,M,111.381,S35,PresentationBoard,1,0.10099999999999909,0.41944899999998597,771.8990908415426,7642.565255856926
189,M,111.914,PresentationBoard,S33,1,5.731999999999999,63.872826,916.1815527967151,159.83627927367675
189,M,117.778,S33,S23,1,0.40099999999999625,22.450301999999937,194.27657454515716,484.4802357734638
189,M,118.28,S23,PresentationBoard,1,0.24800000000000466,19.476410000000016,612.427031051047,2469.4638348832077
189,M,118.594,PresentationBoard,Teacher,1,0.02400000000000091,1.1082000000000107,227.25357526120465,9468.898969216501
189,M,119.443,Teacher,S35,1,0.2459999999999951,0.8732070000000078,561.8000925382621,2283.7402135702164
189,M,119.824,S35,Teacher,1,0.18099999999999739,0.5875929999999698,552.2623413496523,3051.1731566279573
189,M,120.251,Teacher,PresentationBoard,1,0.1939999999999884,5.295211000000023,265.44679664482675,1368.2824569321783
189,M,122.499,PresentationBoard,S35,1,0.09900000000000375,0.3412480000000073,784.0429109104934,7919.625362731957
189,M,122.767,S35,Teacher,1,0.06499999999999773,1.732323000000008,574.6850010318697,8841.30770818292
189,M,122.998,Teacher,S35,1,0.033999999999991815,0.7103879999999947,563.6093934854174,16576.74686722215
189,M,123.065,S35,PresentationBoard,1,0.02200000000000557,0.25968900000003714,764.9929059573036,34772.404816232265
189,M,123.402,PresentationBoard,S47,1,10.579999999999998,86.139749,962.6799437403898,90.99054288661532
189,M,134.47,S47,S37,1,9.096000000000004,52.972179999999994,181.8544877340122,19.992797684038273
189,M,143.666,S37,PresentationBoard,1,0.20199999999999818,18.972031000000015,771.4270211316168,3818.945649166454
189,M,146.487,PresentationBoard,S16,1,0.034000000000020236,0.13578800000001934,435.4121058319348,12806.23840681399
189,M,146.588,S16,S35,1,0.09900000000001796,0.6162410000000023,343.88980222303775,3473.63436588864
189,M,147.371,S35,PresentationBoard,1,0.022999999999996135,0.2240070000000003,768.7969166763091,33425.95289897558
189,M,149.52,PresentationBoard,Teacher,1,0.03299999999998704,0.3221289999999897,234.86697548399601,7117.181075275402
189,M,149.62,Teacher,PresentationBoard,1,0.3340000000000032,3.3657309999999825,255.1858412000948,764.0294646709352
189,M,163.88099999999997,PresentationBoard,Teacher,1,0.03200000000001069,0.17902399999996987,246.8758063764045,7714.868949260064
189,M,164.113,Teacher,S35,1,0.09900000000001796,7.189933999999994,551.1153429546305,5566.821646005358
189,M,166.235,S35,S16,1,0.022999999999967713,0.13919100000001094,344.60517297481186,14982.83360762155
189,M,166.40099999999998,S16,PresentationBoard,1,0.02200000000001978,0.2671200000000056,432.19915587724137,19645.41617622058
189,M,166.65599999999998,PresentationBoard,S37,1,16.136000000000024,49.037578999999994,867.4193030651325,53.756773863729
189,M,183.138,S37,S47,1,0.3129999999999882,7.557315999999986,152.34016725735862,486.7097995442951
189,M,185.258,S47,S28,1,0.3340000000000032,28.670371000000017,344.96496766048574,1032.8292444924625
189,M,185.681,S28,S16,1,0.044999999999987494,5.622654000000011,197.10861258199753,4380.1913907122735
189,M,185.748,S16,PresentationBoard,1,0.022999999999996135,2.724730999999963,444.5324326728028,19327.497072733804
189,M,187.987,PresentationBoard,Teacher,1,0.025000000000005684,0.19110799999998562,254.0667496761432,10162.669987043417
189,M,188.674,Teacher,S35,1,0.07099999999999795,0.065101999999996,536.8493194128126,7561.258019898987
189,M,189.858,S35,S47,1,5.960999999999984,97.81303900000002,234.51393426617537,39.34137464622982
189,M,195.977,S47,S44,1,0.7870000000000061,131.78304200000002,352.99330661926155,448.53024983387394
189,M,197.034,S44,S43,1,0.022999999999996135,0.9144739999999274,86.8718583547054,3777.0373197704344
189,M,197.236,S43,S44,1,0.043000000000006366,0.3358310000000415,52.5400112961541,1221.8607278173563
189,M,197.303,S44,S43,1,0.043000000000006366,0.026091999999948712,52.384922277311766,1218.2540064489306
189,M,198.3,S43,S44,1,0.020999999999986585,0.14410399999997026,42.71807042692816,2034.1938298550212
189,M,198.364,S44,S43,1,0.02400000000000091,0.19436700000005658,40.06940240382931,1669.5584334928246
189,M,198.592,S43,PresentationBoard,1,2.719999999999999,74.03189900000001,953.3399733237877,350.4926372513927
189,M,201.335,PresentationBoard,Teacher,1,0.026999999999986812,0.5174100000000124,233.0048878156851,8629.810659844405
189,M,201.596,Teacher,PresentationBoard,1,0.033999999999991815,0.7246550000000127,228.6727007012424,6725.667667685219
