ID,Condition,duration_start,Target,AOI_duration,pupil_diameter,distance_to_aoi
378,A,0.266,PresentationBoard,0.31100000000000005,0.42826523281494394,627.0271254230769
378,A,2.221,Teacher,9.929,0.20110186507667294,423.00461044117645
378,A,12.15,PresentationBoard,0.9550000000000001,0.33074578603497967,615.8126490930233
378,A,13.105,Teacher,1.4219999999999988,-0.21061958569467154,417.237952734375
378,A,14.527,PresentationBoard,0.09000000000000163,-0.27766525756967153,567.4895705
378,A,14.617,Teacher,0.0649999999999995,-0.25614463256967124,425.6250303333333
378,A,14.682,PresentationBoard,0.3550000000000004,-0.16024541381967147,577.8633880000001
378,A,15.037,Teacher,0.08999999999999986,-0.044440257569671626,430.966545
378,A,15.127,PresentationBoard,0.3099999999999987,0.051712403144614304,615.5106288571429
378,A,15.459,S16,0.08900000000000041,0.21332086743032852,195.29081375
378,A,18.97,PresentationBoard,0.04400000000000048,-0.012559168283957232,629.1481365714286
378,A,25.711,S28,0.42200000000000415,-0.03127577050070597,177.61954951724135
378,A,27.854,S34,0.24400000000000333,0.5610501007636619,183.8978761333333
378,A,28.876,S35,0.5990000000000002,0.6365969785414395,110.3980072962963
378,A,31.074,S16,0.11199999999999832,0.6425090593671786,205.3241394
378,A,31.23,PresentationBoard,0.2889999999999979,0.5350007905072516,637.0065683846153
378,A,35.673,S12,0.1769999999999996,0.05483055493032846,407.209465
378,A,36.627,PresentationBoard,0.35599999999999454,-0.3284892888196714,624.454647
378,A,36.983,Teacher,0.7330000000000041,-0.1183164084317404,399.92554124137934
378,A,38.316,PresentationBoard,0.46699999999999875,0.10446927219223336,626.89774
378,A,38.783,Teacher,0.08800000000000097,0.2519083674303285,430.31555950000006
378,A,38.871,PresentationBoard,0.1319999999999979,0.2312440340969951,620.2355751666666
378,A,39.003,Teacher,0.31099999999999994,0.2743681531446142,425.61807242857145
378,A,39.314,PresentationBoard,1.0450000000000017,0.1770179623908598,621.56233675
378,A,40.583,Teacher,1.597999999999999,0.29448468774282854,409.689289609375
378,A,42.181,PresentationBoard,0.6219999999999999,0.037669666549942166,624.1322660000001
378,A,42.803,Teacher,2.9540000000000006,0.06415441006086876,416.38165765460525
378,A,50.711000000000006,PresentationBoard,0.2889999999999944,0.33031121358417465,617.8414024615385
378,A,51.0,Teacher,3.6410000000000053,0.2958081662108163,389.95943242682927
378,A,54.641000000000005,PresentationBoard,0.045000000000001705,0.23114406981128086,618.9903811666667
378,A,56.063,Teacher,2.4229999999999947,0.29132136284317256,409.20756041284415
378,A,58.486,PresentationBoard,0.04500000000000881,0.20691211743032845,634.71139525
378,A,60.484,Teacher,1.4879999999999995,-0.20690008033086557,393.9446456268656
378,A,61.972,PresentationBoard,0.9780000000000015,-0.17775917802421692,611.3132456136365
378,A,62.95,Teacher,0.7099999999999937,0.18875402242046138,422.35430715625006
378,A,63.66,PresentationBoard,0.5110000000000099,0.5002164007636618,608.6645976
378,A,64.171,Teacher,0.3999999999999915,0.3841452285414397,415.1159871666667
378,A,64.571,PresentationBoard,0.13299999999999557,0.3742252007636618,627.6144715
378,A,64.704,Teacher,0.045000000000001705,0.3058593674303285,411.68061850000004
378,A,64.749,PresentationBoard,0.0870000000000033,0.30664524243032854,572.0929642499999
378,A,64.836,Teacher,1.3109999999999928,-0.019226317008268736,398.31075716666675
378,A,66.14699999999999,PresentationBoard,0.24500000000000455,-0.19081413256967145,631.1030495454545
378,A,66.392,Teacher,1.2210000000000036,-0.012345708717445567,399.61717450000003
378,A,67.613,PresentationBoard,0.5109999999999957,0.22600830221293708,609.6738520869566
378,A,68.124,Teacher,2.3329999999999984,0.03304726743032848,403.808977576
378,A,71.279,PresentationBoard,0.42200000000001125,-0.1162400294283952,617.3059564736841
378,A,71.70100000000001,S16,0.3100000000000023,0.05587895833941929,191.10268463636365
378,A,73.456,S13,0.06599999999998829,0.3594091174303285,340.58758959090915
378,A,74.476,PresentationBoard,0.24500000000000455,0.21036314015760119,615.0950344545454
378,A,76.499,Teacher,0.5330000000000013,0.34099917993032847,378.9913825416667
378,A,77.032,PresentationBoard,0.15500000000000114,0.28657036743032827,612.8902327142857
378,A,77.72,S16,0.1769999999999925,0.2986936174303282,242.59232125
378,A,77.89699999999999,PresentationBoard,0.33500000000000796,0.2942269018443957,582.9606750666666
378,A,78.232,Teacher,0.26600000000000534,0.31821864229876623,420.70465341666664
378,A,78.498,PresentationBoard,0.045000000000001705,-0.47386661241179706,613.4003295
378,A,78.832,S28,0.33100000000000307,0.10035464520810623,174.1178987222222
378,A,81.963,PresentationBoard,0.2890000000000157,0.20661232896879017,617.2425771538461
378,A,82.25200000000001,Teacher,0.11099999999999,0.12828706743032842,389.8127136
378,A,82.363,PresentationBoard,0.22299999999999898,-0.45672773308635606,636.638436503268
378,A,89.139,Teacher,0.19899999999999807,-0.7113879659030048,392.859114
378,A,89.338,PresentationBoard,1.0890000000000128,-0.44339359923633814,631.8652031777779
378,A,90.427,Teacher,0.042999999999992156,-0.15448663256967143,387.5038605
378,A,90.47,PresentationBoard,1.8430000000000035,-0.14610650606364747,637.9567680722892
378,A,92.846,Teacher,0.15500000000000114,-0.3615554182839573,428.78655128571427
378,A,93.001,PresentationBoard,0.6679999999999922,-0.19745639923633818,642.3152975333334
378,A,93.669,Teacher,0.8670000000000044,-0.3465724018004407,396.7024951282051
378,A,95.712,PresentationBoard,0.6439999999999912,-0.05606548039575849,632.1045320434782
378,A,97.445,Teacher,0.35600000000000875,0.3739193986803284,413.99578087500004
378,A,97.801,PresentationBoard,0.13100000000000023,0.2232013674303285,597.3645426666667
378,A,97.932,Teacher,0.44599999999999795,0.22400721743032842,391.81571495
378,A,98.378,PresentationBoard,0.7560000000000002,0.24038605860679904,640.6298163529412
378,A,99.954,S34,0.8320000000000078,0.33187038328150953,270.6466317586207
378,A,100.82,S43,0.30100000000000193,0.6107965089327612,459.2771968181818
378,A,101.432,S14,0.042999999999992156,0.24339011743032835,308.477432
378,A,102.097,Teacher,0.06800000000001205,0.1459017007636619,412.20024600000005
378,A,102.298,PresentationBoard,0.9339999999999975,-0.17766390926293835,607.4693897931033
378,A,103.232,Teacher,1.2199999999999989,-0.5647988972755539,385.62785429411764
378,A,104.452,PresentationBoard,0.04600000000000648,0.040467117430328825,636.4559935
378,A,104.498,Teacher,0.10999999999999943,0.06537646743032868,433.5224792
378,A,104.608,PresentationBoard,0.13299999999999557,-0.3333998825696718,637.113617
