index,Dataset,ID,Condition,Start,transition_entropy,stationary_entropy,event_agg,Condition_hand,trans_mean,stat_mean,transition_entropy_c,stationary_entropy_c
5,big,58,H,50,0.8747907141529027,0.8988931765599135,1.0,80,0.4231622420447814,0.563775349808916,0.45162847210812124,0.33511782675099755
6,big,58,H,60,0.7467253865278818,0.6926809305611604,1.0,80,0.4231622420447814,0.563775349808916,0.32356314448310036,0.12890558075224445
7,big,58,H,70,0.6730116670092565,0.9174560651598878,1.0,80,0.4231622420447814,0.563775349808916,0.2498494249644751,0.3536807153509718
8,big,58,H,80,0.760814831884162,0.8687920770469242,1.0,80,0.4231622420447814,0.563775349808916,0.33765258983938057,0.3050167272380082
9,big,58,H,90,0.5377997091926511,0.7343555595101217,1.0,80,0.4231622420447814,0.563775349808916,0.11463746714786965,0.1705802097012057
10,big,58,H,100,0.3262764328076835,0.6993223262593672,1.0,80,0.4231622420447814,0.563775349808916,-0.09688580923709794,0.13554697645045122
11,big,58,H,110,0.3724374210098141,0.8941984321233786,1.0,80,0.4231622420447814,0.563775349808916,-0.05072482103496734,0.3304230823144626
12,big,58,H,120,0.0,0.668346691083664,1.0,80,0.4231622420447814,0.563775349808916,-0.4231622420447814,0.10457134127474799
13,big,58,H,130,0.5300030305537834,0.5172378564372966,0.0,80,0.4231622420447814,0.563775349808916,0.10684078850900197,-0.04653749337161939
14,big,58,H,140,0.6775444702527145,0.8783533959159007,0.0,80,0.4231622420447814,0.563775349808916,0.25438222820793305,0.3145780461069847
15,big,58,H,150,0.3516912310105954,0.4765837448205996,0.0,80,0.4231622420447814,0.563775349808916,-0.07147101103418602,-0.08719160498831635
16,big,58,H,160,0.5992371654535238,0.8765796241183464,0.0,80,0.4231622420447814,0.563775349808916,0.17607492340874237,0.3128042743094305
17,big,58,H,170,0.5474133116220614,0.1224847479612848,0.0,80,0.4231622420447814,0.563775349808916,0.12425106957728,-0.44129060184763114
18,big,58,H,180,0.248628879983459,0.6526640257573961,0.0,80,0.4231622420447814,0.563775349808916,-0.17453336206132242,0.08888867594848016
19,big,58,H,190,0.564466594802431,0.837498539016877,1.0,80,0.4231622420447814,0.563775349808916,0.14130435275764958,0.273723189207961
