index,Dataset,ID,Condition,Start,transition_entropy,stationary_entropy,event_agg,Condition_hand,trans_mean,stat_mean,transition_entropy_c,stationary_entropy_c
1311,big,77,H,440,0.6656040231514924,0.4455124792078428,0.0,80,0.3882272694689143,0.4828100235501478,0.2773767536825781,-0.03729754434230498
1312,big,77,H,450,0.7680141085511727,0.5326026869246275,0.0,80,0.3882272694689143,0.4828100235501478,0.3797868390822584,0.04979266337447974
1313,big,77,H,460,0.9187263366433576,0.4689608990642261,0.0,80,0.3882272694689143,0.4828100235501478,0.5304990671744433,-0.013849124485921682
1314,big,77,H,470,0.0,0.6602757196073932,0.0,80,0.3882272694689143,0.4828100235501478,-0.3882272694689143,0.17746569605724538
1315,big,77,H,480,0.0,0.6730116670092022,0.0,80,0.3882272694689143,0.4828100235501478,-0.3882272694689143,0.19020164345905444
1316,big,77,H,510,0.3382775948638554,0.6911672455058906,0.0,80,0.3882272694689143,0.4828100235501478,-0.04994967460505889,0.2083572219557428
1317,big,77,H,520,0.2633895012472864,0.6787702733485517,0.0,80,0.3882272694689143,0.4828100235501478,-0.1248377682216279,0.19596024979840387
1318,big,77,H,530,0.3470218073716751,0.6162834200111567,0.0,80,0.3882272694689143,0.4828100235501478,-0.04120546209723919,0.13347339646100886
1319,big,77,H,540,0.4256685109398772,0.7152927165757348,0.0,80,0.3882272694689143,0.4828100235501478,0.037441241470962894,0.232482693025587
1320,big,77,H,550,0.8331213791142281,0.7003158872742066,1.0,80,0.3882272694689143,0.4828100235501478,0.44489410964531384,0.21750586372405878
1321,big,77,H,560,0.8698725342463762,0.838527977155693,1.0,80,0.3882272694689143,0.4828100235501478,0.48164526477746195,0.35571795360554526
1322,big,77,H,570,0.7995820577738758,0.7343768076297049,1.0,80,0.3882272694689143,0.4828100235501478,0.4113547883049615,0.2515667840795571
1323,big,77,H,580,0.5810884414477762,0.899783724294579,1.0,80,0.3882272694689143,0.4828100235501478,0.19286117197886188,0.4169737007444312
1324,big,77,H,590,0.6326320924000631,1.0650681738696943,0.0,80,0.3882272694689143,0.4828100235501478,0.24440482293114885,0.5822581503195465
1325,big,77,H,600,0.4104991287595242,0.9709074106496146,0.0,80,0.3882272694689143,0.4828100235501478,0.02227185929060993,0.4880973870994668
1326,big,77,H,610,0.3325840921478162,0.6395534649120668,0.0,80,0.3882272694689143,0.4828100235501478,-0.05564317732109808,0.15674344136191898
1327,big,77,H,620,0.4764824507838749,0.4273156604778796,0.0,80,0.3882272694689143,0.4828100235501478,0.08825518131496063,-0.05549436307226818
1328,big,77,H,630,0.0,0.0,0.0,80,0.3882272694689143,0.4828100235501478,-0.3882272694689143,-0.4828100235501478
1329,big,77,H,640,0.0,0.0,0.0,80,0.3882272694689143,0.4828100235501478,-0.3882272694689143,-0.4828100235501478
1330,big,77,H,650,0.2199677753437027,0.8172663338128057,0.0,80,0.3882272694689143,0.4828100235501478,-0.16825949412521157,0.3344563102626579
1331,big,77,H,660,0.2635680356974893,0.8003167723185638,0.0,80,0.3882272694689143,0.4828100235501478,-0.12465923377142496,0.317506748768416
1332,big,77,H,670,0.2184283849133161,0.7698081860348063,0.0,80,0.3882272694689143,0.4828100235501478,-0.1697988845555982,0.2869981624846585
1333,big,77,H,680,0.0,0.6918887211954092,0.0,80,0.3882272694689143,0.4828100235501478,-0.3882272694689143,0.20907869764526144
1334,big,77,H,690,0.2846197428264166,0.6875512976246801,0.0,80,0.3882272694689143,0.4828100235501478,-0.10360752664249767,0.20474127407453235
1335,big,77,H,700,0.3576910216590335,0.7213379554338955,0.0,80,0.3882272694689143,0.4828100235501478,-0.03053624780988079,0.23852793188374766
1336,big,77,H,710,0.6972889869353451,0.6213858200765034,1.0,80,0.3882272694689143,0.4828100235501478,0.30906171746643085,0.13857579652635565
1337,big,77,H,720,0.7808480111304501,0.7422700657306347,1.0,80,0.3882272694689143,0.4828100235501478,0.3926207416615358,0.2594600421804869
1338,big,77,H,730,0.7007842866256278,0.6896432079999919,1.0,80,0.3882272694689143,0.4828100235501478,0.31255701715671347,0.2068331844498441
1339,big,77,H,740,0.6410322219895954,0.439625863378515,0.0,80,0.3882272694689143,0.4828100235501478,0.25280495252068114,-0.04318416017163279
1340,big,77,H,750,0.6563984867766404,0.2073050308294507,0.0,80,0.3882272694689143,0.4828100235501478,0.2681712173077261,-0.27550499272069706
