index,Dataset,ID,Condition,Start,transition_entropy,stationary_entropy,event_agg,Condition_hand,trans_mean,stat_mean,transition_entropy_c,stationary_entropy_c
28,big,58,H,280,0.7109501400763164,1.673912295487738,1.0,80,0.7297027238660976,1.1826660961600333,-0.018752583789781174,0.49124619932770464
30,big,58,H,300,0.2677209885694545,1.2564616596719962,0.0,80,0.7297027238660976,1.1826660961600333,-0.4619817352966431,0.07379556351196292
31,big,58,H,310,0.4622811705960852,0.9706972485160285,0.0,80,0.7297027238660976,1.1826660961600333,-0.2674215532700124,-0.2119688476440048
32,big,58,H,320,0.5776339238362008,1.3889147303946254,0.0,80,0.7297027238660976,1.1826660961600333,-0.15206880002989676,0.20624863423459217
33,big,58,H,330,0.5490021739015342,1.3898462703912122,0.0,80,0.7297027238660976,1.1826660961600333,-0.18070054996456342,0.20718017423117896
34,big,58,H,340,1.0531095332037042,1.5773382933547428,0.0,80,0.7297027238660976,1.1826660961600333,0.32340680933760657,0.3946721971947096
35,big,58,H,350,1.0501221042182,1.403751968236807,1.0,80,0.7297027238660976,1.1826660961600333,0.3204193803521025,0.22108587207677366
36,big,58,H,360,1.032270938751534,1.5213300970391208,1.0,80,0.7297027238660976,1.1826660961600333,0.3025682148854365,0.33866400087908755
37,big,58,H,370,1.0649478478718033,1.180321937000928,0.0,80,0.7297027238660976,1.1826660961600333,0.3352451240057057,-0.0023441591591053523
38,big,58,H,380,0.8953733447501798,1.023299212427209,1.0,80,0.7297027238660976,1.1826660961600333,0.16567062088408224,-0.15936688373282437
39,big,58,H,390,0.6846069378505597,0.8259159370629054,1.0,80,0.7297027238660976,1.1826660961600333,-0.045095786015537875,-0.3567501590971278
40,big,58,H,400,1.2487986595533087,0.2877272457816521,0.0,80,0.7297027238660976,1.1826660961600333,0.5190959356872111,-0.8949388503783812
41,big,58,H,410,0.6498330647784221,0.2639338855503276,1.0,80,0.7297027238660976,1.1826660961600333,-0.07986965908767552,-0.9187322106097057
42,big,58,H,420,0.9327627832696032,0.4087457431542127,1.0,80,0.7297027238660976,1.1826660961600333,0.20306005940350558,-0.7739203530058205
44,big,58,H,440,0.3300995985430456,0.6604294353990464,0.0,80,0.7297027238660976,1.1826660961600333,-0.399603125323052,-0.5222366607609868
45,big,58,H,450,0.3278817627180969,0.8159759589063172,0.0,80,0.7297027238660976,1.1826660961600333,-0.4018209611480007,-0.366690137253716
46,big,58,H,460,0.5705353085190513,0.8495868358848033,0.0,80,0.7297027238660976,1.1826660961600333,-0.15916741534704626,-0.33307926027522994
47,big,58,H,470,0.1560945194867117,0.6549045283147654,0.0,80,0.7297027238660976,1.1826660961600333,-0.5736082043793859,-0.5277615678452678
48,big,58,H,480,0.2724269039613423,0.8920764544031711,0.0,80,0.7297027238660976,1.1826660961600333,-0.4572758199047553,-0.2905896417568622
49,big,58,H,490,0.3356303419309867,1.0098903074357466,0.0,80,0.7297027238660976,1.1826660961600333,-0.3940723819351109,-0.17277578872428667
50,big,58,H,500,0.3693285629317733,1.083183598327365,0.0,80,0.7297027238660976,1.1826660961600333,-0.3603741609343243,-0.09948249783266827
51,big,58,H,510,0.3801504556538714,1.139386823229511,0.0,80,0.7297027238660976,1.1826660961600333,-0.3495522682122262,-0.04327927293052225
52,big,58,H,520,0.6752671989544718,1.4589454531859785,0.0,80,0.7297027238660976,1.1826660961600333,-0.05443552491162573,0.2762793570259452
53,big,58,H,530,0.9187039893897264,2.00480090420936,0.0,80,0.7297027238660976,1.1826660961600333,0.18900126552362884,0.8221348080493269
54,big,58,H,540,0.808984300428228,2.085822422580964,0.0,80,0.7297027238660976,1.1826660961600333,0.07928157656213042,0.9031563264209306
55,big,58,H,550,1.1948657847964854,1.7168071355693049,1.0,80,0.7297027238660976,1.1826660961600333,0.46516306093038784,0.5341410394092716
56,big,58,H,560,1.2476211794164556,1.3156224227027364,1.0,80,0.7297027238660976,1.1826660961600333,0.517918455550358,0.13295632654270317
57,big,58,H,570,1.161221939346441,1.045749214505835,1.0,80,0.7297027238660976,1.1826660961600333,0.43151921548034333,-0.13691688165419835
58,big,58,H,580,1.0243332835109862,1.0562866897553636,1.0,80,0.7297027238660976,1.1826660961600333,0.2946305596448886,-0.12637940640466971
59,big,58,H,590,0.7202046397884884,0.8301122108308462,0.0,80,0.7297027238660976,1.1826660961600333,-0.009498084077609215,-0.3525538853291871
60,big,58,H,600,0.82894498536537,0.4663617216390033,0.0,80,0.7297027238660976,1.1826660961600333,0.0992422614992724,-0.71630437452103
61,big,58,H,610,0.82894498536537,0.4663617216390033,0.0,80,0.7297027238660976,1.1826660961600333,0.0992422614992724,-0.71630437452103
62,big,58,H,620,0.1420481762160551,0.6451646156344684,0.0,80,0.7297027238660976,1.1826660961600333,-0.5876545476500425,-0.5375014805255649
63,big,58,H,630,0.0691682076430392,0.4980158598351033,0.0,80,0.7297027238660976,1.1826660961600333,-0.6605345162230584,-0.6846502363249299
64,big,58,H,640,0.1499501771621054,0.5448367277936641,0.0,80,0.7297027238660976,1.1826660961600333,-0.5797525467039921,-0.6378293683663692
65,big,58,H,650,0.2510459198493769,0.8030812492855035,0.0,80,0.7297027238660976,1.1826660961600333,-0.47865680401672067,-0.37958484687452976
66,big,58,H,660,0.7777557776855024,1.4241564257627677,0.0,80,0.7297027238660976,1.1826660961600333,0.048053053819404834,0.24149032960273442
67,big,58,H,670,0.6515051838502645,1.4552276467728276,0.0,80,0.7297027238660976,1.1826660961600333,-0.07819754001583312,0.2725615506127943
68,big,58,H,680,0.92749599242575,1.6174285541522075,0.0,80,0.7297027238660976,1.1826660961600333,0.1977932685596524,0.4347624579921743
69,big,58,H,690,0.9271657484920186,1.5999126203203486,0.0,80,0.7297027238660976,1.1826660961600333,0.19746302462592102,0.4172465241603154
70,big,58,H,700,0.8850552706226964,1.972151409759772,0.0,80,0.7297027238660976,1.1826660961600333,0.15535254675659882,0.7894853135997388
71,big,58,H,710,0.9130191599092712,1.9371146783914412,1.0,80,0.7297027238660976,1.1826660961600333,0.1833164360431736,0.754448582231408
72,big,58,H,720,0.8287194207800253,1.553029696689337,1.0,80,0.7297027238660976,1.1826660961600333,0.09901669691392767,0.37036360052930384
73,big,58,H,730,1.003835950262074,1.0919509280000772,1.0,80,0.7297027238660976,1.1826660961600333,0.27413322639597637,-0.09071516815995606
74,big,58,H,740,0.4554088640373294,0.5147640088342771,0.0,80,0.7297027238660976,1.1826660961600333,-0.2742938598287682,-0.6679020873257562
75,big,58,H,750,0.8435198837769472,0.3026315550888868,0.0,80,0.7297027238660976,1.1826660961600333,0.11381715991084962,-0.8800345410711465
76,big,58,H,760,0.9059279951536254,0.403958636363803,0.0,80,0.7297027238660976,1.1826660961600333,0.17622527128752785,-0.7787074597962302
77,big,58,H,770,0.7370636282499635,1.292097957502166,0.0,80,0.7297027238660976,1.1826660961600333,0.0073609043838659405,0.10943186134213279
78,big,58,H,780,0.7494594043070744,1.6189026339711214,0.0,80,0.7297027238660976,1.1826660961600333,0.01975668044097678,0.4362365378110882
79,big,58,H,790,0.6459323128092815,1.66446442354426,0.0,80,0.7297027238660976,1.1826660961600333,-0.08377041105681604,0.4817983273842268
80,big,58,H,800,0.7699645263084612,1.5556667264509647,0.0,80,0.7297027238660976,1.1826660961600333,0.04026180244236366,0.37300063029093145
81,big,58,H,810,0.6382739333081502,1.3771155189616864,0.0,80,0.7297027238660976,1.1826660961600333,-0.09142879055794739,0.19444942280165312
87,big,59,E,50,0.6848367881347182,0.8890180126835784,1.0,20,0.5173330997118052,0.9318925868669821,0.16750368842291297,-0.04287457418340368
88,big,59,E,60,0.6603598044436346,1.0239134159419845,1.0,20,0.5173330997118052,0.9318925868669821,0.14302670473182943,0.09202082907500242
89,big,59,E,70,0.7165028833908638,1.1391255460727363,1.0,20,0.5173330997118052,0.9318925868669821,0.19916978367905858,0.20723295920575424
90,big,59,E,80,0.6543241510704618,1.1522903973227128,1.0,20,0.5173330997118052,0.9318925868669821,0.13699105135865663,0.2203978104557307
91,big,59,E,90,0.5947081804913877,1.094057817681838,1.0,20,0.5173330997118052,0.9318925868669821,0.07737508077958255,0.162165230814856
92,big,59,E,100,0.2777787924308756,0.9312461263213558,1.0,20,0.5173330997118052,0.9318925868669821,-0.23955430728092958,-0.0006464605456262262
93,big,59,E,110,0.2083911040454376,1.2638975696627113,1.0,20,0.5173330997118052,0.9318925868669821,-0.3089419956663676,0.3320049827957292
94,big,59,E,120,0.6139037236916477,1.4302238627351196,1.0,20,0.5173330997118052,0.9318925868669821,0.09657062397984251,0.4983312758681375
95,big,59,E,130,0.823347716128347,1.3181982104340562,0.0,20,0.5173330997118052,0.9318925868669821,0.3060146164165418,0.3863056235670741
96,big,59,E,140,0.7014122731991989,1.0602861120820977,0.0,20,0.5173330997118052,0.9318925868669821,0.18407917348739367,0.1283935252151156
97,big,59,E,150,0.0192358207128812,0.4287621357224068,0.0,20,0.5173330997118052,0.9318925868669821,-0.498097278998924,-0.5031304511445753
98,big,59,E,160,0.1413310805740518,0.9728571898850472,0.0,20,0.5173330997118052,0.9318925868669821,-0.3760020191377534,0.04096460301806515
99,big,59,E,170,0.440954034931867,0.9774097399595528,0.0,20,0.5173330997118052,0.9318925868669821,-0.07637906477993817,0.04551715309257076
100,big,59,E,180,0.4432583159440162,0.9703757953581738,0.0,20,0.5173330997118052,0.9318925868669821,-0.07407478376778898,0.03848320849119169
101,big,59,E,190,0.5345418990270294,0.8882978090728768,1.0,20,0.5173330997118052,0.9318925868669821,0.017208799315224232,-0.043594777794105255
102,big,59,E,200,0.4056169252434909,0.7351837098723285,1.0,20,0.5173330997118052,0.9318925868669821,-0.11171617446831428,-0.19670887699465356
103,big,59,E,210,0.5656465660946361,1.00041930177805,1.0,20,0.5173330997118052,0.9318925868669821,0.04831346638283096,0.06852671491106799
104,big,59,E,220,0.638998668384117,0.8646830621006967,0.0,20,0.5173330997118052,0.9318925868669821,0.12166556867231182,-0.06720952476628539
105,big,59,E,230,0.6769374616847573,0.684880508732221,0.0,20,0.5173330997118052,0.9318925868669821,0.15960436197295214,-0.24701207813476111
106,big,59,E,240,0.6317931228562217,0.661373913638315,0.0,20,0.5173330997118052,0.9318925868669821,0.1144600231444165,-0.2705186732286671
