ID,Condition,duration_start,Target,AOI_duration,pupil_diameter,distance_to_aoi
019,0,0.1344624,2A,1.2650025999999999,0.35939669394846746,3.0983725077087616
019,0,1.399465,5A,1.1325809999999998,0.4787782175419338,4.803751734001785
019,0,4.377137,7B,0.09971799999999931,0.8877167290361867,6.994824873447816
019,0,4.510238,5A,0.2998669999999999,0.8080861179250758,4.572323457674539
019,0,4.810105,5B,0.19995899999999978,0.7413264790361866,4.753967729171847
019,0,5.275664,3A,0.2657949999999998,1.02636474986952,3.5566463867633704
019,0,5.574862,3B,0.46664499999999975,1.0710220980838059,4.009312683446721
019,0,6.575438,2B,0.23265899999999995,1.0333443480838058,3.318450964725897
019,0,6.808097,5B,0.166817,0.8203900623695202,4.807840786634912
019,0,6.974914,2B,0.09964700000000004,0.7434192290361866,3.025916045008912
019,0,7.074561,5B,0.06710299999999947,0.8184530623695199,4.818096010021601
019,0,8.140765,4B,0.6004850000000008,0.6584936179250757,5.294629428482723
019,0,11.36211,7B,0.06713000000000058,0.5851273123695202,6.91408123239199
019,0,11.56245,2A,0.3348999999999993,0.52562181236952,2.964879853500932
019,0,11.89735,5A,0.0984600000000011,0.698027229036187,4.66800502765093
019,0,11.99581,2A,0.06658000000000008,0.5914633123695201,3.0542828601596135
019,0,12.06239,5A,0.43313000000000024,0.7091242931387508,4.565154323138622
019,0,12.52939,4B,0.19899000000000022,0.8789363957028534,5.3617936718681705
019,0,12.72838,1B,0.16656000000000049,0.82902676236952,3.968814298588105
019,0,12.99446,1A,0.09995999999999938,0.46081906236951997,4.572734298640398
019,0,15.26052,7B,0.10004999999999953,0.1098895623695199,6.966509528292012
019,0,15.36057,2A,0.5334400000000006,0.17086734361952008,3.016175310137184
019,0,15.92751,5B,0.1668099999999999,0.35568556236952,4.6918578090264
019,0,16.12693,9A,0.23301000000000016,0.4618307052266631,6.684043541633235
019,0,16.39328,6A,0.29976999999999876,0.3742295068139645,5.065951260489738
019,0,16.69305,6B,0.16676000000000002,0.46397396236952015,5.420850540520681
019,0,16.85981,3A,0.7328200000000002,0.7267409941877019,16.517006215135726
019,0,17.59263,6B,0.4889100000000006,0.8607408957028534,5.419347751353119
019,0,18.08154,9A,0.23475999999999786,0.9518835623695203,6.680382094360198
019,0,18.41553,4B,0.6659900000000007,0.70073446236952,5.342597518689539
019,0,19.64738,5A,1.0995300000000015,0.7818885248695201,4.740551482105767
019,0,22.30386,2B,0.6322299999999998,0.7035579044747833,2.9089486729516336
019,0,22.93609,5B,0.10012000000000043,0.79870706236952,4.745759590527986
019,0,23.43664,9A,0.06618999999999886,1.0061708123695199,6.772841138421573
019,0,23.63664,6A,0.6330600000000004,1.0071624909409485,5.134714562256963
019,0,25.41186,2A,0.3665300000000009,0.7784602896422473,3.0746103679201213
019,0,25.77839,2B,0.2328499999999991,0.63422906236952,2.9372200778490134
019,0,26.01124,5B,0.4667999999999992,0.57378412486952,6.211947210920023
019,0,26.57816,1A,0.33201000000000036,0.7320388123695201,4.674857256506468
019,0,27.04326,PresentationBoard,0.9005599999999987,0.16556244332190098,1.794774879017781
019,0,28.16738,4A,0.11008999999999958,0.0013825623695201904,5.76379665362608
019,0,28.5439,5A,0.2330699999999979,0.31125699094094866,4.731144068980028
019,0,29.54366,2B,0.26658000000000115,0.66495649986952,2.9074256280298707
019,0,29.81024,5B,0.4658300000000004,0.7251028014999549,4.609938558221411
019,0,30.70957,2A,0.1662700000000008,0.6940428623695201,2.9409087483965264
019,0,31.59761,PresentationBoard,1.4888399999999997,-0.2552304727181992,1.8534173542972248
019,0,33.49679,4B,0.5663900000000055,0.2147658858989318,5.488450502517492
019,0,34.06318,7A,0.16711999999999705,0.47364656236952,7.590127544598206
019,0,34.32048,8A,0.20879999999999654,0.6007845623695202,6.626547174430767
019,0,35.05325,3A,0.26651999999999987,0.7584394998695201,3.291625863917983
019,0,35.3531,3B,0.46632999999999925,0.8338062409409487,3.827665090539583
019,0,35.81943,6B,0.15389000000000408,0.7629210623695201,62.25970992605128
019,0,36.6618,4B,0.6335400000000035,0.522131325527415,5.431085687525988
019,0,37.29534,4A,0.2998399999999961,0.5708577290361867,5.852555969508901
019,0,37.96164,1A,0.1997999999999962,0.5420580623695201,4.740798615288495
019,0,38.29576,4B,1.632390000000001,0.752418227932434,5.16645730090082
019,0,45.59162,4A,0.24551999999999907,0.7500879260058837,5.553817466652188
019,0,45.85823,4B,1.1555299999999988,0.8727148480838058,5.299103455254117
019,0,47.18,4A,0.5003000000000029,0.8994048290361868,5.707954778539532
019,0,47.98044,2B,0.19924999999999926,0.73194606236952,2.906189047634715
019,0,48.37909,9A,0.20166000000000395,0.8154039790361868,6.55676560716553
019,0,48.87973,6B,0.2659400000000005,0.9184048123695202,5.2856844689389995
019,0,49.14567,3A,0.19968000000000075,0.9316593957028534,3.3271896109814683
019,0,49.34535,3B,0.266219999999997,1.01720668736952,3.762286774667108
